session_id	session_start_utc	session_date_lagos	visitor_id	source	channel	medium	campaign	gclid	device	country	landing_page	page_views	duration_seconds	user_agent	is_new_visitor	converted	transaction_id	revenue_ngn	is_bot	is_spam
S000146180	2025-01-01T06:11:00Z	2025-01-01	u075244	vimeo	Referral / Other	paid	wedding_season_24	Cj0KCQ7011822471	Desktop	Nigeria	/shop	2	95	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15	True	False	Not applicable	0.0	False	False
S000146181	2025-01-01T10:01:17Z	2025-01-01	u074949	google	Google	none	retarget_q4	Not applicable	Desktop	Nigeria	/portfolio	6	454	Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15	False	False	Not applicable	0.0	False	False
S000146182	2025-01-01T16:29:27Z	2025-01-01	u056674	google	Google	paid	brand_always_on	Cj0KCQ7474099261	Mobile	Nigeria	/shop	1	0	Mozilla/5.0 (Linux; Android 13; SM-A536E) AppleWebKit/537.36 Chrome/120	False	False	Not applicable	0.0	False	False
S000146183	2025-01-01T21:38:03Z	2025-01-01	u042048	fb	Facebook / Meta	none	brand_always_on	Not applicable	Mobile	United Kingdom	/	2	97	Mozilla/5.0 (Linux; Android 13; SM-A536E) AppleWebKit/537.36 Chrome/120	True	False	Not applicable	0.0	False	False
S000146184	2025-01-01T11:17:57Z	2025-01-01	u041748	behance	Referral / Other	paid	harmattan_drop	Cj0KCQ8042753889	Desktop	Nigeria	/booking	2	82	Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15	False	False	Not applicable	0.0	False	False
S000146185	2025-01-01T06:31:09Z	2025-01-01	u061995	direct	Direct	social	harmattan_drop	Not applicable	Desktop	Nigeria	/	9	717	Mozilla/5.0 (Linux; Android 13; SM-A536E) AppleWebKit/537.36 Chrome/120	False	True	ORD510703	71000.0	False	False
S000146186	2025-01-01T17:55:02Z	2025-01-01	u048480	twitter	Referral / Other	social	showreel_push	Not applicable	Desktop	Kenya	/about	1	0	Mozilla/5.0 (compatible; AhrefsBot/7.0)	True	False	Not applicable	0.0	True	False
S000146187	2025-01-01T09:46:10Z	2025-01-01	u026240	fb	Facebook / Meta	none	showreel_push	Not applicable	Tablet	Nigeria	/portfolio	1	0	SemrushBot/7~bl	True	False	Not applicable	0.0	True	False
S000146188	2025-01-01T07:50:40Z	2025-01-01	u053824	direct	Direct	paid	wedding_season_23	Cj0KCQ9970733551	Mobile	Nigeria	/booking	2	33	Mozilla/5.0 (Linux; Android 13; SM-A536E) AppleWebKit/537.36 Chrome/120	False	False	Not applicable	0.0	False	False
S000146189	2025-01-01T06:12:54Z	2025-01-01	u025549	google	Google	paid	harmattan_drop	Cj0KCQ5265123755	Tablet	Nigeria	/about	1	0	HeadlessChrome/119.0.0.0	False	False	Not applicable	0.0	True	False
S000146190	2025-01-01T12:30:20Z	2025-01-01	u055329	facebook	Facebook / Meta	social	Not applicable	Not applicable	Tablet	Nigeria	/shop	4	369	Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0.0.0 Safari/537.36	False	False	Not applicable	0.0	False	False
S000146191	2025-01-01T19:37:36Z	2025-01-01	u080234	email	Email	referral	wedding_season_23	Not applicable	Mobile	Nigeria	/	3	228	Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15	True	False	Not applicable	0.0	False	False
S000146192	2025-01-01T11:38:35Z	2025-01-01	u026845	google	Google	none	Not applicable	Not applicable	Desktop	Canada	/portfolio	9	817	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15	True	False	Not applicable	0.0	False	False
S000146193	2025-01-01T20:13:49Z	2025-01-01	u002795	facebook	Facebook / Meta	organic	wedding_season_24	Not applicable	Mobile	Nigeria	/	3	225	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15	False	False	Not applicable	0.0	False	False
S000146194	2025-01-01T08:13:10Z	2025-01-01	u052289	newsletter	Email	social	wedding_season_24	Not applicable	Desktop	Nigeria	/	3	264	Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0.0.0 Safari/537.36	True	False	Not applicable	0.0	False	False
S000146195	2025-01-01T14:16:59Z	2025-01-01	u000199	newsletter	Email	paid	Not applicable	Cj0KCQ6231963729	Tablet	United States	/portfolio	4	328	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15	True	False	Not applicable	0.0	False	False
S000146196	2025-01-01T09:10:28Z	2025-01-01	u026840	linkedin	Referral / Other	social	blackfriday24	Not applicable	Mobile	Nigeria	/	1	0	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15	False	False	Not applicable	0.0	False	False
S000146197	2025-01-01T13:03:25Z	2025-01-01	u014189	instagram	Instagram	organic	wedding_season_24	Not applicable	Desktop	Ghana	/booking	2	177	Mozilla/5.0 (Linux; Android 13; SM-A536E) AppleWebKit/537.36 Chrome/120	True	False	Not applicable	0.0	False	False
S000146198	2025-01-01T21:49:35Z	2025-01-01	u089141	google	Google	paid	wedding_season_24	Cj0KCQ6028257512	Mobile	Nigeria	/	1	0	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15	True	False	Not applicable	0.0	False	False
S000146199	2025-01-01T17:32:40Z	2025-01-01	u062185	vimeo	Referral / Other	paid	black_friday	Cj0KCQ4289681039	Mobile	United States	/	40	0	SemrushBot/7~bl	True	False	Not applicable	0.0	True	False
S000146200	2025-01-01T17:20:53Z	2025-01-01	u024266	direct	Direct	email	harmattan_drop	Not applicable	Mobile	Nigeria	/shop	2	186	Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15	False	False	Not applicable	0.0	False	False
S000146201	2025-01-01T07:36:08Z	2025-01-01	u085508	yt	YouTube	social	Not applicable	Not applicable	Mobile	Ghana	/shop	1	49	Mozilla/5.0 (Linux; Android 13; SM-A536E) AppleWebKit/537.36 Chrome/120	True	False	Not applicable	0.0	False	False
S000146202	2025-01-01T09:15:39Z	2025-01-01	u049833	linkedin	Referral / Other	organic	harmattan_drop	Not applicable	Mobile	United Kingdom	/shop	1	0	Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15	True	False	Not applicable	0.0	False	False
S000146203	2025-01-01T14:52:35Z	2025-01-01	u088844	google.com	Google	none	harmattan_drop	Not applicable	Mobile	Nigeria	/	1	76	Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15	False	False	Not applicable	0.0	False	False
S000146204	2025-01-01T14:24:55Z	2025-01-01	u004890	fb	Facebook / Meta	none	wedding_season_24	Not applicable	Desktop	Nigeria	/shop/harmattan-drop	3	256	Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15	True	False	Not applicable	0.0	False	False
S000146205	2025-01-01T09:11:24Z	2025-01-01	u009495	tik tok	TikTok	none	showreel_push	Not applicable	Desktop	Nigeria	/shop/harmattan-drop	3	237	Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15	False	False	Not applicable	0.0	False	False
S000146206	2025-01-01T19:19:09Z	2025-01-01	u015187	(direct)	Direct	social	blackfriday24	Not applicable	Mobile	Nigeria	/portfolio	2	168	Mozilla/5.0 (Linux; Android 13; SM-A536E) AppleWebKit/537.36 Chrome/120	True	False	Not applicable	0.0	False	False
S000146207	2025-01-01T11:57:42Z	2025-01-01	u060688	meta	Facebook / Meta	none	lagos_nights_launch	Not applicable	Desktop	Nigeria	/blog/5-tips-for-your-wedding-film	1	66	Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0.0.0 Safari/537.36	False	False	Not applicable	0.0	False	False
S000146208	2025-01-01T17:27:01Z	2025-01-01	u032132	email	Email	none	brand_always_on	Not applicable	Desktop	Nigeria	/shop/harmattan-drop	1	0	Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15	True	False	Not applicable	0.0	False	False
S000146209	2025-01-01T06:17:40Z	2025-01-01	u035503	ig	Instagram	paid	brand_always_on	Cj0KCQ3837550326	Tablet	Nigeria	/rates	2	88	Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0.0.0 Safari/537.36	True	False	Not applicable	0.0	False	False
S000146210	2025-01-01T18:24:14Z	2025-01-01	u040247	google	Google	organic	retarget_q4	Not applicable	Mobile	Nigeria	/weddings	1	0	Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0.0.0 Safari/537.36	False	False	Not applicable	0.0	False	False
S000146211	2024-12-31T23:49:07Z	2025-01-01	u014519	twitter	Referral / Other	email	wedding_season_24	Not applicable	Tablet	Nigeria	/portfolio	2	115	Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15	False	False	Not applicable	0.0	False	False
S000146212	2025-01-01T16:43:04Z	2025-01-01	u012272	direct	Direct	referral	Not applicable	Not applicable	Tablet	Nigeria	/portfolio	9	601	Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15	False	False	Not applicable	0.0	False	False
S000146213	2025-01-01T06:16:44Z	2025-01-01	u049895	ig	Instagram	none	brand_always_on	Not applicable	Desktop	Nigeria	/blog/5-tips-for-your-wedding-film	2	31	Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15	True	False	Not applicable	0.0	False	False
S000146214	2025-01-01T13:15:22Z	2025-01-01	u035266	fb	Facebook / Meta	social	harmattan_drop	Not applicable	Tablet	Kenya	/portfolio	2	41	Mozilla/5.0 (Linux; Android 13; SM-A536E) AppleWebKit/537.36 Chrome/120	True	False	Not applicable	0.0	False	False
S000146215	2025-01-01T13:56:52Z	2025-01-01	u074831	ig	Instagram	social	harmattan_drop	Not applicable	Mobile	Nigeria	/	3	78	Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0.0.0 Safari/537.36	False	False	Not applicable	0.0	False	False
S000146216	2025-01-01T17:00:05Z	2025-01-01	u001285	referral	Referral / Other	none	showreel_push	Not applicable	Mobile	Nigeria	/blog/5-tips-for-your-wedding-film	4	266	Mozilla/5.0 (Linux; Android 13; SM-A536E) AppleWebKit/537.36 Chrome/120	False	False	Not applicable	0.0	False	False
S000146217	2025-01-01T14:58:31Z	2025-01-01	u065955	twitter	Referral / Other	paid	harmattan_drop	Cj0KCQ8720209460	Mobile	Nigeria	/about	2	159	Mozilla/5.0 (Linux; Android 13; SM-A536E) AppleWebKit/537.36 Chrome/120	True	False	Not applicable	0.0	False	False
S000146218	2025-01-01T14:42:41Z	2025-01-01	u037187	fb	Facebook / Meta	none	Not applicable	Not applicable	Tablet	Ghana	/commercial	2	105	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15	True	False	Not applicable	0.0	False	False
S000146219	2025-01-01T15:15:08Z	2025-01-01	u088886	ig	Instagram	paid	retarget_q4	Cj0KCQ4243752569	Desktop	Nigeria	/portfolio	1	41	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15	False	False	Not applicable	0.0	False	False
S000146220	2025-01-01T13:11:37Z	2025-01-01	u045088	tiktok	TikTok	paid	harmattan_drop	Cj0KCQ2169011681	Tablet	Nigeria	/shop/harmattan-drop	1	0	Mozilla/5.0 (Linux; Android 13; SM-A536E) AppleWebKit/537.36 Chrome/120	False	False	Not applicable	0.0	False	False
S000146221	2025-01-01T10:36:00Z	2025-01-01	u043805	direct	Direct	none	retarget_q4	Not applicable	Mobile	Nigeria	/shop	1	0	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15	True	False	Not applicable	0.0	False	False
S000146222	2025-01-01T08:43:18Z	2025-01-01	u038553	x.com	Referral / Other	none	harmattan_drop	Not applicable	Tablet	Nigeria	/blog/5-tips-for-your-wedding-film	1	45	Mozilla/5.0 (Linux; Android 13; SM-A536E) AppleWebKit/537.36 Chrome/120	True	False	Not applicable	0.0	False	False
S000146223	2025-01-01T10:12:21Z	2025-01-01	u013828	google.com	Google	none	harmattan_drop	Not applicable	Mobile	Nigeria	/portfolio	2	162	Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15	False	False	Not applicable	0.0	False	False
S000146224	2025-01-01T12:25:26Z	2025-01-01	u024175	tik tok	TikTok	social	blackfriday24	Not applicable	Tablet	Nigeria	/contact	1	0	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15	True	False	Not applicable	0.0	False	False
S000146225	2025-01-01T17:33:30Z	2025-01-01	u071845	fb	Facebook / Meta	paid	brand_always_on	Cj0KCQ2182884477	Mobile	Nigeria	/	4	368	Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15	False	False	Not applicable	0.0	False	False
S000146226	2025-01-01T08:14:01Z	2025-01-01	u069781	google.com	Google	organic	Not applicable	Not applicable	Desktop	United States	/portfolio	1	0	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15	False	False	Not applicable	0.0	False	False
S000146227	2025-01-01T15:38:03Z	2025-01-01	u083597	behance	Referral / Other	paid	harmattan_drop	Cj0KCQ2376849572	Tablet	Nigeria	/weddings	9	135	Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0.0.0 Safari/537.36	False	False	Not applicable	0.0	False	False
S000146228	2025-01-01T19:43:47Z	2025-01-01	u080805	tiktok	TikTok	social	showreel_push	Not applicable	Tablet	Nigeria	/contact	2	94	Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15	True	False	Not applicable	0.0	False	False
S000146229	2025-01-01T18:03:06Z	2025-01-01	u000227	behance	Referral / Other	social	wedding_season_23	Not applicable	Mobile	Nigeria	/shop/harmattan-drop	1	91	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15	True	False	Not applicable	0.0	False	False
S000146230	2025-01-01T16:50:42Z	2025-01-01	u068721	vimeo	Referral / Other	social	black_friday	Not applicable	Desktop	Nigeria	/	1	91	Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0.0.0 Safari/537.36	True	False	Not applicable	0.0	False	False
S000146231	2025-01-01T18:28:25Z	2025-01-01	u010486	direct	Direct	paid	harmattan_drop	Cj0KCQ8069213029	Mobile	United States	/portfolio	4	248	Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15	True	False	Not applicable	0.0	False	False
S000146232	2025-01-01T10:21:34Z	2025-01-01	u031067	yt	YouTube	paid	harmattan_drop	Cj0KCQ4855034073	Mobile	Nigeria	/	1	0	Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15	True	False	Not applicable	0.0	False	False
S000146233	2025-01-01T17:39:32Z	2025-01-01	u001030	instagram	Instagram	none	Not applicable	Not applicable	Desktop	Nigeria	/	1	89	Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0.0.0 Safari/537.36	False	False	Not applicable	0.0	False	False
S000146234	2025-01-01T11:03:09Z	2025-01-01	u077208	direct	Direct	none	Not applicable	Not applicable	Mobile	Ghana	/	9	139	Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0.0.0 Safari/537.36	True	False	Not applicable	0.0	False	False
S000146235	2025-01-01T04:19:37Z	2025-01-01	u030820	youtube	YouTube	social	brand_always_on	Not applicable	Mobile	Nigeria	/	2	34	Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0.0.0 Safari/537.36	True	False	Not applicable	0.0	False	False
S000146236	2025-01-01T21:27:06Z	2025-01-01	u029789	twitter	Referral / Other	paid	wedding_season_24	Cj0KCQ6506790069	Mobile	United States	/blog/5-tips-for-your-wedding-film	2	54	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15	False	False	Not applicable	0.0	False	False
S000146237	2025-01-01T18:46:00Z	2025-01-01	u040126	ig	Instagram	social	wedding_season_24	Not applicable	Desktop	Nigeria	/portfolio	2	43	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15	True	False	Not applicable	0.0	False	False
S000146238	2025-01-01T06:52:49Z	2025-01-01	u064838	email	Email	none	black_friday	Not applicable	Mobile	Nigeria	/rates	1	43	Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15	False	False	Not applicable	0.0	False	False
S000146239	2025-01-01T11:07:25Z	2025-01-01	u003186	fb	Facebook / Meta	social	Not applicable	Not applicable	Mobile	Nigeria	/	1	0	Mozilla/5.0 (compatible; AhrefsBot/7.0)	True	False	Not applicable	0.0	True	False
S000146240	2025-01-01T09:03:49Z	2025-01-01	u043107	referral	Referral / Other	social	Not applicable	Not applicable	Mobile	Nigeria	/portfolio	1	0	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15	True	False	Not applicable	0.0	False	False
S000146241	2025-01-01T19:55:45Z	2025-01-01	u050702	email	Email	none	Not applicable	Not applicable	Mobile	United Kingdom	/about	3	230	Mozilla/5.0 (Linux; Android 13; SM-A536E) AppleWebKit/537.36 Chrome/120	True	False	Not applicable	0.0	False	False
S000146242	2025-01-01T11:23:34Z	2025-01-01	u029926	tiktok	TikTok	social	wedding_season_23	Not applicable	Desktop	Nigeria	/blog/5-tips-for-your-wedding-film	4	247	Mozilla/5.0 (Linux; Android 13; SM-A536E) AppleWebKit/537.36 Chrome/120	False	False	Not applicable	0.0	False	False
S000146243	2025-01-01T15:16:51Z	2025-01-01	u047980	meta	Facebook / Meta	social	showreel_push	Not applicable	Mobile	Nigeria	/rates	9	378	Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0.0.0 Safari/537.36	True	False	Not applicable	0.0	False	False
S000146244	2025-01-01T14:44:05Z	2025-01-01	u070258	direct	Direct	paid	harmattan_drop	Cj0KCQ1503232644	Desktop	Nigeria	/blog/5-tips-for-your-wedding-film	6	482	Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15	False	False	Not applicable	0.0	False	False
S000146245	2025-01-01T14:52:02Z	2025-01-01	u060470	google	Google	social	retarget_q4	Not applicable	Mobile	Nigeria	/shop/harmattan-drop	9	504	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15	True	False	Not applicable	0.0	False	False
S000146246	2025-01-01T13:49:36Z	2025-01-01	u016485	behance	Referral / Other	paid	retarget_q4	Cj0KCQ2482878652	Mobile	United Kingdom	/	60	0	python-requests/2.31.0	True	False	Not applicable	0.0	True	False
S000146247	2025-01-01T00:20:23Z	2025-01-01	u077464	email	Email	social	Not applicable	Not applicable	Mobile	Nigeria	/shop	15	316	Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15	False	False	Not applicable	0.0	False	False
S000146248	2025-01-01T18:53:40Z	2025-01-01	u083958	instagram	Instagram	none	harmattan_drop	Not applicable	Desktop	Nigeria	/portfolio	1	0	Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15	True	False	Not applicable	0.0	False	False
S000146249	2025-01-01T20:37:04Z	2025-01-01	u002900	facebook	Facebook / Meta	none	retarget_q4	Not applicable	Tablet	United States	/portfolio	1	40	Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0.0.0 Safari/537.36	False	False	Not applicable	0.0	False	False
S000146250	2025-01-01T15:37:33Z	2025-01-01	u018806	instagram	Instagram	social	black_friday	Not applicable	Desktop	Nigeria	/booking	1	25	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15	False	False	Not applicable	0.0	False	False
S000146251	2025-01-01T17:29:41Z	2025-01-01	u058257	behance	Referral / Other	paid	harmattan_drop	Cj0KCQ1658553302	Mobile	South Africa	/weddings	1	35	Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15	True	False	Not applicable	0.0	False	False
S000146252	2025-01-01T08:11:17Z	2025-01-01	u004448	ig	Instagram	social	harmattan_drop	Not applicable	Mobile	United Kingdom	/weddings	15	889	Mozilla/5.0 (Linux; Android 13; SM-A536E) AppleWebKit/537.36 Chrome/120	False	False	Not applicable	0.0	False	False
S000146253	2025-01-01T14:27:47Z	2025-01-01	u005881	newsletter	Email	paid	harmattan_drop	Cj0KCQ9071108240	Desktop	United States	/rates	1	68	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15	True	False	Not applicable	0.0	False	False
S000146254	2025-01-01T11:13:05Z	2025-01-01	u040111	tiktok	TikTok	paid	retarget_q4	Cj0KCQ5698358140	Mobile	Nigeria	/	2	139	Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0.0.0 Safari/537.36	False	False	Not applicable	0.0	False	False
S000146255	2025-01-01T17:44:22Z	2025-01-01	u022643	fb	Facebook / Meta	organic	harmattan_drop	Not applicable	Desktop	United States	/contact	1	24	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15	False	False	Not applicable	0.0	False	False
S000146256	2025-01-01T00:05:29Z	2025-01-01	u061595	linkedin	Referral / Other	social	brand_always_on	Not applicable	Desktop	Nigeria	/portfolio	2	181	Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15	False	False	Not applicable	0.0	False	False
S000146257	2025-01-01T07:23:30Z	2025-01-01	u076342	(direct)	Direct	paid	retarget_q4	Cj0KCQ9874061326	Mobile	Nigeria	/	3	149	Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0.0.0 Safari/537.36	True	False	Not applicable	0.0	False	False
S000146258	2025-01-01T05:22:17Z	2025-01-01	u088332	google	Google	none	showreel_push	Not applicable	Tablet	Canada	/commercial	1	40	Mozilla/5.0 (Linux; Android 13; SM-A536E) AppleWebKit/537.36 Chrome/120	True	False	Not applicable	0.0	False	False
S000146259	2025-01-01T18:04:17Z	2025-01-01	u023750	google.com	Google	social	Not applicable	Not applicable	Desktop	Nigeria	/about	1	59	Mozilla/5.0 (Linux; Android 13; SM-A536E) AppleWebKit/537.36 Chrome/120	True	False	Not applicable	0.0	False	False
S000146260	2025-01-01T09:22:01Z	2025-01-01	u077874	ig	Instagram	none	wedding_season_23	Not applicable	Mobile	Nigeria	/booking	3	217	Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15	True	True	ORD510187	100600.0	False	False
S000146261	2025-01-01T10:28:45Z	2025-01-01	u078118	instagram	Instagram	email	lagos_nights_launch	Not applicable	Mobile	United States	/commercial	9	669	Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15	True	False	Not applicable	0.0	False	False
S000146262	2025-01-01T12:18:13Z	2025-01-01	u030092	(direct)	Direct	paid	blackfriday24	Cj0KCQ3632385038	Mobile	Nigeria	/shop/harmattan-drop	1	0	Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0.0.0 Safari/537.36	True	False	Not applicable	0.0	False	False
S000146263	2025-01-01T15:21:29Z	2025-01-01	u078734	instagram	Instagram	none	retarget_q4	Not applicable	Desktop	United Kingdom	/shop	2	137	Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15	True	False	Not applicable	0.0	False	False
